anon_id,year,TPpW,percentage_RT,RTpW,TpW,NDLW,classification
user_536,2009,420,90,378,42,4,Suspicious
user_537,2015,420,90,378,42,4,Suspicious
user_538,2010,420,80,336,84,4,Suspicious
user_539,2014,420,100,420,0,4,Suspicious
user_540,2011,420,90,378,42,3,Suspicious
user_541,2020,420,25,105,315,4,Suspicious
user_542,2016,420,100,420,0,4,Suspicious
user_543,2012,420,85,357,63,4,Suspicious
user_544,2011,420,81,340.2,79.8,4,Suspicious
user_545,2010,420,100,420,0,3,Suspicious
user_546,2013,420,91,382.2,37.8,4,Suspicious
user_547,2016,420,100,420,0,5,Suspicious
user_548,2011,420,96,403.2,16.8,3,Suspicious
user_549,2011,420,95,399,21,4,Suspicious
user_550,2011,420,100,420,0,4,Suspicious
user_551,2011,410,100,410,0,3,Suspicious
user_552,2010,410,97,397.7,12.3,4,Suspicious
user_553,2017,410,83,340.3,69.7,5,Suspicious
user_554,2016,410,70,287,123,5,Suspicious
user_555,2008,410,100,410,0,4,Suspicious
user_556,2011,410,100,410,0,4,Suspicious
user_557,2017,410,100,410,0,4,Suspicious
user_558,2013,410,97,397.7,12.3,4,Suspicious
user_559,2018,410,66,270.6,139.4,4,Suspicious
user_560,2019,410,98,401.8,8.2,4,Suspicious
user_561,2018,400,100,400,0,4,Suspicious
user_562,2013,400,97,388,12,6,Suspicious
user_563,2010,400,100,400,0,4,Suspicious
user_564,2010,400,24,96,304,4,Suspicious
user_565,2012,400,98,392,8,4,Suspicious
user_566,2013,400,39,156,244,4,Suspicious
user_567,2010,400,87,348,52,4,Suspicious
user_568,2013,400,99,396,4,4,Suspicious
user_569,2011,400,87,348,52,4,Suspicious
user_570,2011,400,72,288,112,4,Suspicious
user_571,2012,400,84,336,64,4,Suspicious
user_572,2008,390,100,390,0,3,Suspicious
user_573,2010,390,100,390,0,4,Suspicious
user_574,2015,390,100,390,0,4,Suspicious
user_575,2015,390,100,390,0,4,Suspicious
user_576,2013,390,96,374.4,15.6,3,Suspicious
user_577,2013,390,74,288.6,101.4,5,Suspicious
user_578,2011,390,71,276.9,113.1,4,Suspicious
user_579,2019,390,2,7.8,382.2,4,Suspicious
user_580,2019,380,100,380,0,4,Suspicious
user_581,2010,380,99,376.2,3.8,3,Suspicious
user_582,2020,380,49,186.2,193.8,5,Suspicious
user_583,2016,380,96,364.8,15.2,5,Suspicious
user_584,2009,380,88,334.4,45.6,5,Suspicious
user_585,2019,380,82,311.6,68.4,5,Suspicious
user_586,2011,380,57,216.6,163.4,4,Suspicious
user_587,2009,380,98,372.4,7.6,4,Suspicious
user_588,2013,370,99,366.3,3.7,7,Suspicious
user_589,2010,370,77,284.9,85.1,5,Suspicious
user_590,2009,370,69,255.3,114.7,5,Suspicious
user_591,2011,370,100,370,0,5,Suspicious
user_592,2011,370,74,273.8,96.2,4,Suspicious
user_593,2010,370,81,299.7,70.3,6,Suspicious
user_594,2015,370,96,355.2,14.8,4,Suspicious
user_595,2012,370,53,196.1,173.9,0,Suspicious
user_596,2012,370,100,370,0,5,Suspicious
user_597,2010,370,98,362.6,7.4,3,Suspicious
user_598,2011,370,100,370,0,5,Suspicious
user_599,2020,370,83,307.1,62.9,5,Suspicious
user_600,2020,370,99,366.3,3.7,3,Suspicious
user_601,2018,370,96,355.2,14.8,4,Suspicious
user_602,2010,370,74,273.8,96.2,4,Suspicious
user_603,2018,370,79,292.3,77.7,5,Suspicious
user_604,2012,360,87,313.2,46.8,4,Suspicious
user_605,2008,360,79,284.4,75.6,4,Suspicious
user_606,2010,360,100,360,0,4,Suspicious
user_607,2010,360,66,237.6,122.4,5,Suspicious
user_608,2011,360,75,270,90,4,Suspicious
user_609,2012,360,99,356.4,3.6,4,Suspicious
user_610,2010,360,99,356.4,3.6,5,Suspicious
user_611,2014,360,99,356.4,3.6,5,Suspicious
user_612,2013,360,85,306,54,5,Suspicious
user_613,2010,360,90,324,36,4,Suspicious
user_614,2012,360,66,237.6,122.4,4,Suspicious
user_615,2018,360,10,36,324,5,Suspicious
user_616,2011,360,80,288,72,4,Suspicious
user_617,2010,360,100,360,0,4,Suspicious
user_618,2013,350,94,329,21,5,Suspicious
user_619,2009,350,44,154,196,5,Suspicious
user_620,2009,350,41,143.5,206.5,5,Suspicious
user_621,2011,350,18,63,287,4,Suspicious
user_622,2015,350,100,350,0,5,Suspicious
user_623,2015,350,92,322,28,5,Suspicious
user_624,2016,350,89,311.5,38.5,5,Suspicious
user_625,2012,350,74,259,91,5,Suspicious
user_626,2011,350,100,350,0,4,Suspicious
user_627,2016,350,98,343,7,4,Suspicious
user_628,2012,350,99,346.5,3.5,4,Suspicious
user_629,2010,350,100,350,0,4,Suspicious
user_630,2010,350,91,318.5,31.5,5,Suspicious
user_631,2018,350,20,70,280,5,Suspicious
user_632,2009,350,89,311.5,38.5,5,Suspicious
user_633,2011,350,98,343,7,4,Suspicious
user_634,2014,350,95,332.5,17.5,5,Suspicious
user_635,2011,350,61,213.5,136.5,5,Suspicious
user_636,2015,350,13,45.5,304.5,5,Suspicious
user_637,2018,350,80,280,70,5,Suspicious
user_638,2012,350,97,339.5,10.5,5,Suspicious
user_639,2019,350,57,199.5,150.5,3,Suspicious
user_640,2011,350,100,350,0,4,Suspicious
user_641,2020,350,100,350,0,5,Suspicious
user_642,2013,350,99,346.5,3.5,3,Suspicious
user_643,2015,350,90,315,35,5,Suspicious
user_644,2012,350,68,238,112,5,Suspicious
user_645,2010,350,98,343,7,4,Suspicious
user_646,2013,350,92,322,28,5,Suspicious
user_647,2018,350,100,350,0,5,Suspicious
user_648,2013,350,94,329,21,5,Suspicious
user_649,2010,340,93,316.2,23.8,5,Suspicious
user_650,2009,340,89,302.6,37.4,5,Suspicious
user_651,2018,340,96,326.4,13.6,4,Suspicious
user_652,2015,340,97,329.8,10.2,5,Suspicious
user_653,2019,340,89,302.6,37.4,4,Suspicious
user_654,2010,340,66,224.4,115.6,5,Suspicious
user_655,2009,340,96,326.4,13.6,4,Suspicious
user_656,2010,340,62,210.8,129.2,4,Suspicious
user_657,2019,340,95,323,17,5,Suspicious
user_658,2014,340,95,323,17,5,Suspicious
user_659,2013,340,100,340,0,5,Suspicious
user_660,2013,340,93,316.2,23.8,5,Suspicious
user_661,2019,330,98,323.4,6.6,3,Suspicious
user_662,2018,330,2,6.6,323.4,5,Suspicious
user_663,2017,330,99,326.7,3.3,4,Suspicious
user_664,2010,330,100,330,0,4,Suspicious
user_665,2010,330,69,227.7,102.3,5,Suspicious
user_666,2015,330,100,330,0,5,Suspicious
user_667,2010,330,99,326.7,3.3,5,Suspicious
user_668,2010,330,100,330,0,5,Suspicious
user_669,2010,330,79,260.7,69.3,3,Suspicious
user_670,2010,330,100,330,0,5,Suspicious
user_671,2011,330,100,330,0,3,Suspicious
user_672,2018,330,75,247.5,82.5,7,Suspicious
user_673,2017,330,95,313.5,16.5,9,Suspicious
user_674,2010,320,38,121.6,198.4,5,Suspicious
user_675,2018,320,79,252.8,67.2,5,Suspicious
user_676,2011,320,100,320,0,5,Suspicious
user_677,2013,320,98,313.6,6.4,5,Suspicious
user_678,2016,320,89,284.8,35.2,5,Suspicious
user_679,2012,320,79,252.8,67.2,5,Suspicious
user_680,2013,320,65,208,112,5,Suspicious
user_681,2009,320,63,201.6,118.4,5,Suspicious
user_682,2010,320,45,144,176,5,Suspicious
user_683,2015,310,99,306.9,3.1,7,Suspicious
user_684,2017,310,56,173.6,136.4,6,Suspicious
user_685,2010,310,96,297.6,12.4,5,Suspicious
user_686,2010,310,98,303.8,6.2,5,Suspicious
user_687,2018,310,51,158.1,151.9,5,Suspicious
user_688,2012,310,97,300.7,9.3,4,Suspicious
user_689,2014,310,80,248,62,4,Suspicious
user_690,2017,310,39,120.9,189.1,5,Suspicious
user_691,2011,310,99,306.9,3.1,4,Suspicious
user_692,2018,310,100,310,0,4,Suspicious
user_693,2011,310,100,310,0,5,Suspicious
user_694,2010,310,72,223.2,86.8,5,Suspicious
user_695,2016,310,99,306.9,3.1,7,Suspicious
user_696,2010,309,96,296.64,12.36,4,Suspicious
user_697,2013,300,53,159,141,5,Suspicious
user_698,2018,300,95,285,15,6,Suspicious
user_699,2010,300,90,270,30,5,Suspicious
user_700,2019,300,78,234,66,4,Suspicious
user_701,2015,300,92,276,24,5,Suspicious
user_702,2015,300,100,300,0,4,Suspicious
user_703,2009,300,67,201,99,5,Suspicious
user_704,2019,300,99,297,3,5,Suspicious
user_705,2010,300,28,84,216,6,Suspicious
user_706,2013,300,89,267,33,5,Suspicious
user_707,2011,300,100,300,0,5,Suspicious
user_708,2011,290,77,223.3,66.7,6,Suspicious
user_709,2010,290,94,272.6,17.4,5,Suspicious
user_710,2011,290,68,197.2,92.8,5,Suspicious
user_711,2009,290,95,275.5,14.5,6,Suspicious
user_712,2011,290,98,284.2,5.8,4,Suspicious
user_713,2011,290,99,287.1,2.9,5,Suspicious
user_714,2010,290,88,255.2,34.8,6,Suspicious
user_715,2017,290,61,176.9,113.1,6,Suspicious
user_716,2010,290,29,84.1,205.9,7,Suspicious
user_717,2011,290,100,290,0,7,Suspicious
user_718,2015,290,87,252.3,37.7,5,Suspicious
user_719,2009,290,73,211.7,78.3,5,Suspicious
user_720,2009,290,100,290,0,5,Suspicious
user_721,2011,290,100,290,0,6,Suspicious
user_722,2011,290,84,243.6,46.4,6,Suspicious
user_723,2011,290,73,211.7,78.3,6,Suspicious
user_724,2009,290,72,208.8,81.2,7,Suspicious
user_725,2017,290,100,290,0,6,Suspicious
user_726,2013,290,96,278.4,11.6,6,Suspicious
user_727,2017,290,97,281.3,8.7,5,Suspicious
user_728,2009,290,100,290,0,2,Suspicious
user_729,2010,290,69,200.1,89.9,6,Suspicious
user_730,2011,290,69,200.1,89.9,6,Suspicious
user_731,2013,290,74,214.6,75.4,5,Suspicious
user_732,2014,290,99,287.1,2.9,6,Suspicious
user_733,2013,280,31,86.8,193.2,6,Suspicious
user_734,2010,280,73,204.4,75.6,5,Suspicious
user_735,2013,280,97,271.6,8.4,4,Suspicious
user_736,2010,280,84,235.2,44.8,6,Suspicious
user_737,2010,280,80,224,56,6,Suspicious
user_738,2012,280,100,280,0,6,Suspicious
user_739,2012,280,99,277.2,2.8,5,Suspicious
user_740,2011,280,93,260.4,19.6,5,Suspicious
user_741,2009,280,75,210,70,4,Suspicious
user_742,2016,280,91,254.8,25.2,5,Suspicious
user_743,2019,280,88,246.4,33.6,6,Suspicious
user_744,2013,280,94,263.2,16.8,6,Suspicious
user_745,2014,280,98,274.4,5.6,6,Suspicious
user_746,2012,280,26,72.8,207.2,5,Suspicious
user_747,2012,280,91,254.8,25.2,7,Suspicious
user_748,2017,280,98,274.4,5.6,5,Suspicious
user_749,2010,280,100,280,0,4,Suspicious
user_750,2012,280,100,280,0,6,Suspicious
user_751,2019,280,76,212.8,67.2,6,Suspicious
user_752,2019,280,84,235.2,44.8,6,Suspicious
user_753,2010,280,85,238,42,6,Suspicious
user_754,2010,280,97,271.6,8.4,6,Suspicious
user_755,2015,280,100,280,0,6,Suspicious
user_756,2010,280,100,280,0,7,Suspicious
user_757,2013,280,91,254.8,25.2,6,Suspicious
user_758,2012,280,99,277.2,2.8,6,Suspicious
user_759,2012,270,84,226.8,43.2,6,Suspicious
user_760,2019,270,77,207.9,62.1,6,Suspicious
user_761,2009,270,54,145.8,124.2,6,Suspicious
user_762,2020,270,86,232.2,37.8,6,Suspicious
user_763,2012,270,83,224.1,45.9,5,Suspicious
user_764,2010,270,95,256.5,13.5,6,Suspicious
user_765,2010,270,94,253.8,16.2,6,Suspicious
user_766,2017,270,98,264.6,5.4,6,Suspicious
user_767,2013,270,21,56.7,213.3,6,Suspicious
user_768,2009,270,94,253.8,16.2,6,Suspicious
user_769,2010,270,78,210.6,59.4,5,Suspicious
user_770,2019,270,65,175.5,94.5,6,Suspicious
user_771,2011,270,99,267.3,2.7,4,Suspicious
user_772,2017,270,100,270,0,3,Suspicious
user_773,2011,270,85,229.5,40.5,6,Suspicious
user_774,2015,270,93,251.1,18.9,5,Suspicious
user_775,2010,270,92,248.4,21.6,6,Suspicious
user_776,2011,270,86,232.2,37.8,6,Suspicious
user_777,2010,260,93,241.8,18.2,6,Suspicious
user_778,2019,260,83,215.8,44.2,5,Suspicious
user_779,2010,260,100,260,0,6,Suspicious
user_780,2014,260,100,260,0,6,Suspicious
user_781,2019,260,100,260,0,4,Suspicious
user_782,2014,260,29,75.4,184.6,6,Suspicious
user_783,2010,260,95,247,13,6,Suspicious
user_784,2010,260,41,106.6,153.4,6,Suspicious
user_785,2012,260,100,260,0,6,Suspicious
user_786,2010,260,98,254.8,5.2,3,Suspicious
user_787,2009,260,82,213.2,46.8,6,Suspicious
user_788,2010,260,19,49.4,210.6,6,Suspicious
user_789,2010,260,88,228.8,31.2,6,Suspicious
user_790,2011,260,100,260,0,5,Suspicious
user_791,2016,260,49,127.4,132.6,5,Suspicious
user_792,2011,260,95,247,13,6,Suspicious
user_793,2010,250,62,155,95,7,Suspicious
user_794,2014,250,93,232.5,17.5,7,Suspicious
user_795,2010,250,94,235,15,7,Suspicious
user_796,2012,250,90,225,25,6,Suspicious
user_797,2011,250,100,250,0,5,Suspicious
user_798,2016,250,95,237.5,12.5,7,Suspicious
user_799,2010,250,100,250,0,7,Suspicious
user_800,2010,250,78,195,55,7,Suspicious
user_801,2009,250,95,237.5,12.5,7,Suspicious
user_802,2016,250,76,190,60,6,Suspicious
user_803,2015,250,95,237.5,12.5,5,Suspicious
user_804,2009,250,62,155,95,6,Suspicious
user_805,2010,250,100,250,0,7,Suspicious
user_806,2012,250,99,247.5,2.5,7,Suspicious
user_807,2011,250,96,240,10,6,Suspicious
user_808,2010,250,10,25,225,6,Suspicious
user_809,2010,250,85,212.5,37.5,6,Suspicious
user_810,2017,250,99,247.5,2.5,7,Suspicious
user_811,2011,250,61,152.5,97.5,5,Suspicious
user_812,2013,250,100,250,0,3,Suspicious
user_813,2011,250,97,242.5,7.5,6,Suspicious
user_814,2011,240,21,50.4,189.6,6,Suspicious
user_815,2010,240,98,235.2,4.8,6,Suspicious
user_816,2012,240,99,237.6,2.4,7,Suspicious
user_817,2013,240,89,213.6,26.4,5,Suspicious
user_818,2018,240,100,240,0,7,Suspicious
user_819,2009,240,69,165.6,74.4,7,Suspicious
user_820,2009,240,71,170.4,69.6,7,Suspicious
user_821,2016,240,92,220.8,19.2,7,Suspicious
user_822,2011,240,100,240,0,6,Suspicious
user_823,2012,240,44,105.6,134.4,7,Suspicious
user_824,2012,240,98,235.2,4.8,3,Suspicious
user_825,2010,240,92,220.8,19.2,7,Suspicious
user_826,2010,240,76,182.4,57.6,7,Suspicious
user_827,2012,240,86,206.4,33.6,7,Suspicious
user_828,2010,240,93,223.2,16.8,7,Suspicious
user_829,2018,240,85,204,36,7,Suspicious
user_830,2010,240,98,235.2,4.8,4,Suspicious
user_831,2019,240,96,230.4,9.6,6,Suspicious
user_832,2010,240,100,240,0,7,Suspicious
user_833,2015,240,98,235.2,4.8,7,Suspicious
user_834,2016,240,97,232.8,7.2,6,Suspicious
user_835,2017,240,7,16.8,223.2,7,Suspicious
user_836,2010,230,93,213.9,16.1,7,Suspicious
user_837,2010,230,54,124.2,105.8,7,Suspicious
user_838,2011,230,67,154.1,75.9,7,Suspicious
user_839,2010,230,71,163.3,66.7,7,Suspicious
user_840,2010,230,100,230,0,7,Suspicious
user_841,2018,230,97,223.1,6.9,7,Suspicious
user_842,2009,230,90,207,23,7,Suspicious
user_843,2010,230,98,225.4,4.6,7,Suspicious
user_844,2011,230,97,223.1,6.9,2,Suspicious
user_845,2011,230,82,188.6,41.4,7,Suspicious
user_846,2011,230,57,131.1,98.9,7,Suspicious
user_847,2019,230,100,230,0,7,Suspicious
user_848,2010,230,97,223.1,6.9,3,Suspicious
user_849,2012,230,37,85.1,144.9,7,Suspicious
user_850,2012,230,64,147.2,82.8,7,Suspicious
user_851,2015,230,99,227.7,2.3,7,Suspicious
user_852,2013,230,97,223.1,6.9,7,Suspicious
user_853,2014,230,97,223.1,6.9,7,Suspicious
user_854,2013,230,98,225.4,4.6,7,Suspicious
user_855,2010,230,95,218.5,11.5,6,Suspicious
user_856,2017,230,81,186.3,43.7,7,Suspicious
user_857,2014,230,100,230,0,7,Suspicious
user_858,2012,230,94,216.2,13.8,7,Suspicious
user_859,2010,230,60,138,92,6,Suspicious
user_860,2017,230,96,220.8,9.2,7,Suspicious
user_861,2011,230,88,202.4,27.6,6,Suspicious
user_862,2013,220,91,200.2,19.8,4,Suspicious
user_863,2011,220,86,189.2,30.8,7,Suspicious
user_864,2011,220,80,176,44,6,Suspicious
user_865,2016,220,99,217.8,2.2,7,Suspicious
user_866,2010,220,97,213.4,6.6,7,Suspicious
user_867,2015,220,100,220,0,7,Suspicious
user_868,2010,220,100,220,0,6,Suspicious
user_869,2010,220,65,143,77,7,Suspicious
user_870,2011,220,100,220,0,7,Suspicious
user_871,2011,220,51,112.2,107.8,6,Suspicious
user_872,2012,220,84,184.8,35.2,7,Suspicious
user_873,2016,220,99,217.8,2.2,7,Suspicious
user_874,2014,220,100,220,0,4,Suspicious
user_875,2011,220,100,220,0,7,Suspicious
user_876,2013,220,98,215.6,4.4,5,Suspicious
user_877,2018,220,88,193.6,26.4,5,Suspicious
user_878,2014,220,100,220,0,4,Suspicious
user_879,2019,220,84,184.8,35.2,7,Suspicious
user_880,2010,220,82,180.4,39.6,7,Suspicious
user_881,2015,220,97,213.4,6.6,4,Suspicious
user_882,2020,220,95,209,11,7,Suspicious
user_883,2015,210,100,210,0,7,Suspicious
user_884,2009,210,97,203.7,6.3,7,Suspicious
user_885,2011,210,93,195.3,14.7,7,Suspicious
user_886,2012,210,87,182.7,27.3,7,Suspicious
user_887,2012,210,100,210,0,7,Suspicious
user_888,2012,210,97,203.7,6.3,7,Suspicious
user_889,2013,210,73,153.3,56.7,7,Suspicious
user_890,2010,210,44,92.4,117.6,7,Suspicious
user_891,2014,210,99,207.9,2.1,7,Suspicious
user_892,2012,210,72,151.2,58.8,7,Suspicious
user_893,2015,210,100,210,0,7,Suspicious
user_894,2014,210,85,178.5,31.5,7,Suspicious
user_895,2011,210,98,205.8,4.2,7,Suspicious
user_896,2009,210,88,184.8,25.2,7,Suspicious
user_897,2017,210,88,184.8,25.2,4,Suspicious
user_898,2009,210,75,157.5,52.5,7,Suspicious
user_899,2017,210,100,210,0,6,Suspicious
user_900,2009,210,84,176.4,33.6,2,Suspicious
user_901,2011,210,67,140.7,69.3,7,Suspicious
user_902,2015,210,90,189,21,5,Suspicious
user_903,2014,210,87,182.7,27.3,7,Suspicious
user_904,2010,210,99,207.9,2.1,7,Suspicious
user_905,2016,200,100,200,0,4,Suspicious
user_906,2010,200,88,176,24,7,Suspicious
user_907,2010,200,85,170,30,7,Suspicious
user_908,2017,200,100,200,0,6,Suspicious
user_909,2014,200,100,200,0,7,Suspicious
user_910,2017,200,72,144,56,7,Suspicious
user_911,2014,200,87,174,26,7,Suspicious
user_912,2010,200,85,170,30,7,Suspicious
user_913,2020,200,93,186,14,6,Suspicious
user_914,2016,200,100,200,0,7,Suspicious
user_915,2016,200,54,108,92,7,Suspicious
user_916,2017,200,83,166,34,7,Suspicious
user_917,2018,200,89,178,22,4,Suspicious
user_918,2013,200,41,82,118,7,Suspicious
user_919,2019,200,83,166,34,6,Suspicious
user_920,2012,200,72,144,56,7,Suspicious
user_921,2013,200,99,198,2,7,Suspicious
user_922,2010,200,86,172,28,7,Suspicious
user_923,2010,200,71,142,58,7,Suspicious
user_924,2020,200,100,200,0,0,Suspicious
user_925,2013,200,82,164,36,4,Suspicious
user_926,2011,190,77,146.3,43.7,7,Suspicious
user_927,2009,190,81,153.9,36.1,7,Suspicious
user_928,2011,190,99,188.1,1.9,7,Suspicious
user_929,2013,190,100,190,0,5,Suspicious
user_930,2019,190,56,106.4,83.6,6,Suspicious
user_931,2012,190,99,188.1,1.9,7,Suspicious
user_932,2010,190,50,95,95,7,Suspicious
user_933,2010,190,14,26.6,163.4,7,Suspicious
user_934,2011,190,76,144.4,45.6,7,Suspicious
user_935,2012,190,100,190,0,6,Suspicious
user_936,2020,190,7,13.3,176.7,7,Suspicious
user_937,2013,190,92,174.8,15.2,5,Suspicious
user_938,2016,190,92,174.8,15.2,7,Suspicious
user_939,2011,190,100,190,0,7,Suspicious
user_940,2012,190,100,190,0,7,Suspicious
user_941,2010,190,55,104.5,85.5,7,Suspicious
user_942,2012,190,100,190,0,7,Suspicious
user_943,2015,190,88,167.2,22.8,7,Suspicious
user_944,2017,190,81,153.9,36.1,7,Suspicious
user_945,2019,190,80,152,38,7,Suspicious
user_946,2020,190,52,98.8,91.2,6,Suspicious
user_947,2010,190,51,96.9,93.1,7,Suspicious
user_948,2010,190,24,45.6,144.4,6,Suspicious
user_949,2014,190,53,100.7,89.3,7,Suspicious
user_950,2016,190,98,186.2,3.8,7,Suspicious
user_951,2011,190,100,190,0,7,Suspicious
user_952,2014,190,100,190,0,4,Suspicious
user_953,2010,190,94,178.6,11.4,7,Suspicious
user_954,2012,190,98,186.2,3.8,7,Suspicious
user_955,2008,190,56,106.4,83.6,7,Suspicious
user_956,2012,190,88,167.2,22.8,7,Suspicious
user_957,2020,190,98,186.2,3.8,7,Suspicious
user_958,2011,190,91,172.9,17.1,7,Suspicious
user_959,2010,190,66,125.4,64.6,7,Suspicious
user_960,2010,190,93,176.7,13.3,7,Suspicious
user_961,2010,180,100,180,0,7,Suspicious
user_962,2013,180,74,133.2,46.8,7,Suspicious
user_963,2018,180,99,178.2,1.8,7,Suspicious
user_964,2014,180,92,165.6,14.4,7,Suspicious
user_965,2012,180,67,120.6,59.4,7,Suspicious
user_966,2010,180,94,169.2,10.8,6,Suspicious
user_967,2013,180,67,120.6,59.4,7,Suspicious
user_968,2012,180,66,118.8,61.2,7,Suspicious
user_969,2010,180,52,93.6,86.4,7,Suspicious
user_970,2010,180,95,171,9,6,Suspicious
user_971,2016,180,87,156.6,23.4,7,Suspicious
user_972,2009,180,95,171,9,5,Suspicious
user_973,2010,180,61,109.8,70.2,7,Suspicious
user_974,2009,180,82,147.6,32.4,7,Suspicious
user_975,2014,180,49,88.2,91.8,7,Suspicious
user_976,2011,180,98,176.4,3.6,6,Suspicious
user_977,2009,180,67,120.6,59.4,6,Suspicious
user_978,2012,180,72,129.6,50.4,7,Suspicious
user_979,2016,180,87,156.6,23.4,5,Suspicious
user_980,2013,180,17,30.6,149.4,7,Suspicious
user_981,2011,180,56,100.8,79.2,7,Suspicious
user_982,2010,180,61,109.8,70.2,7,Suspicious
user_983,2016,180,95,171,9,7,Suspicious
user_984,2016,180,100,180,0,6,Suspicious
user_985,2015,180,86,154.8,25.2,6,Suspicious
user_986,2012,180,46,82.8,97.2,7,Suspicious
user_987,2011,180,36,64.8,115.2,7,Suspicious
user_988,2010,180,98,176.4,3.6,5,Suspicious
